Id,SalePrice
1842,89597.3497
1843,146319.083
1844,150298.908
1845,148770.018
1846,155994.14
1847,174081.434
1848,71786.3774
1849,118907.976
1850,122324.945
1851,158260.69
1852,136300.29
1853,135441.809
1854,172808.975
1855,154682.23
1856,223584.649
1857,166279.601
1858,144362.909
1859,122640.085
1860,151731.12
1861,121895.256
1862,288678.701
1863,279762.465
1864,279762.465
1865,324318.64
1866,330552.74
1867,248581.467
1868,290623.902
1869,205544.08
1870,240743.445
1871,260450.453
1872,176746.645
1873,225592.454
1874,148438.866
1875,202175.176
1876,197570.991
1877,213141.732
1878,214357.531
1879,135297.65
1880,133017.679
1881,238693.891
1882,256970.361
1883,191717.722
1884,201301.826
1885,256290.401
1886,297085.282
1887,209647.927
1888,278324.441
1889,169979.787
1890,132552.801
1891,143427.449
1892,110944.795
1893,133215.571
1894,132491.707
1895,145570.348
1896,128834.539
1897,121060.301
1898,121171.807
1899,150963.479
1900,149732.332
1901,160831.955
1902,138209.096
1903,206427.573
1904,135217.17
1905,183007.483
1906,166766.046
1907,191196.169
1908,119853.651
1909,144325.285
1910,128287.694
1911,201258.618
1912,259787.548
1913,153911.399
1914,77527.7709
1915,277013.879
1916,86911.0918
1917,263513.579
1918,147570.218
1919,169873.999
1920,157909.162
1921,373874.673
1922,318882.868
1923,207814.506
1924,219496.203
1925,205978.826
1926,364873.436
1927,134871.212
1928,160647.944
1929,125503.6
1930,139155.419
1931,155675.194
1932,137911.397
1933,185702.05
1934,183596.179
1935,172332.95
1936,187735.746
1937,188861.056
1938,172396.594
1939,240022.26
1940,184727.758
1941,178244.873
1942,175809.08
1943,209778.673
1944,305974.778
1945,344590.128
1946,145098.648
1947,293154.391
1948,177420.717
1949,223456.381
1950,179493.197
1951,257794.494
1952,216962.295
1953,167792.45
1954,197547.66
1955,132722.49
1956,285721.032
1957,157511.551
1958,295919.172
1959,139690.842
1960,123127.593
1961,118674.584
1962,104916.841
1963,111537.473
1964,109417.111
1965,143120.661
1966,143068.777
1967,273141.248
1968,360086.522
1969,367039.268
1970,400387.146
1971,371669.245
1972,348481.75
1973,258921.909
1974,296472.846
1975,393946.682
1976,265522.079
1977,318465.994
1978,333545.34
1979,320517.894
1980,198434.439
1981,335220.61
1982,222766.978
1983,213526.779
1984,175314.568
1985,218723.88
1986,212589.374
1987,188100.519
1988,182688.598
1989,200378.935
1990,217945.843
1991,223436.364
1992,214819.247
1993,177378.206
1994,236427.886
1995,194456.315
1996,255206.465
1997,317259.861
1998,318416.221
1999,255888.408
2000,292374.837
2001,251047.52
2002,237079.066
2003,251949.656
2004,267620.203
2005,233739.003
2006,223124.779
2007,241514.218
2008,205884.776
2009,189296.592
2010,200153.66
2011,157136.4
2012,181391.023
2013,181830.691
2014,183004.31
2015,206672.727
2016,189496.973
2017,196159.504
2018,127869.28
2019,142733.549
2020,114562.791
2021,110943.032
2022,175321.815
2023,141646.149
2024,256059.323
2025,346889.56
2026,165219.79
2027,148349.41
2028,153560.008
2029,158277.604
2030,273174.915
2031,260248.888
2032,264827.178
2033,272801.339
2034,162721.547
2035,205336.242
2036,203562.133
2037,204305.067
2038,288612.561
2039,220065.463
2040,323364.44
2041,251222.901
2042,202761.61
2043,168590.612
2044,184342.4
2045,204817.841
2046,144422.075
2047,140189.777
2048,143169.997
2049,146399.386
2050,180385.542
2051,114276.959
2052,130154.484
2053,150467.901
2054,90381.1348
2055,157762.572
2056,146626.076
2057,120250.663
2058,214959.643
2059,138448.927
2060,169880.643
2061,179519.365
2062,130131.903
2063,114296.852
2064,138542.273
2065,120812.987
2066,166318.536
2067,132625.989
2068,151168.24
2069,99092.5395
2070,112907.582
2071,105009.7141
2072,141641.732
2073,144069.711
2074,183494.462
2075,162201.95
2076,130836.537
2077,145935.552
2078,122481.895
2079,133219.936
2080,119986.67
2081,127614.626
2082,131130.18
2083,145935.436
2084,110000.305
2085,117474.882
2086,140663.24
2087,128231.986
2088,104026.6699
2089,79153.9723
2090,135481.575
2091,122939.096
2092,132202.888
2093,140134.326
2094,135570.217
2095,149381.316
2096,89555.6521
2097,101265.8977
2098,160908.308
2099,82315.4781
2100,102808.5614
2101,122679.755
2102,129980.336
2103,110328.082
2104,150001.492
2105,133617.629
2106,79962.9295
2107,206258.95
2108,119043.858
2109,119408.626
2110,132789.152
2111,145780.666
2112,139896.028
2113,115370.475
2114,112210.291
2115,157132.3
2116,121626.84
2117,144764.859
2118,119482.216
2119,101292.9457
2120,114693.946
2121,103924.5287
2122,99430.1428
2123,89765.1463
2124,170015.528
2125,133414.527
2126,137792.996
2127,156042.399
2128,130274.83
2129,109782.321
2130,143805.588
2131,159881.503
2132,121211.644
2133,125974.966
2134,126928.332
2135,102779.3295
2136,79648.8555
2137,124211.801
2138,135275.957
2139,156641.813
2140,144524.579
2141,157438.695
2142,130994.794
2143,138856.093
2144,127013.822
2145,143906.958
2146,169230.728
2147,144689.873
2148,137988.473
2149,150425.661
2150,215213.755
2151,120869.093
2152,185172.859
2153,170698.77
2154,116874.318
2155,143564.258
2156,258645.757
2157,234762.039
2158,238503.622
2159,214689.08
2160,187200.888
2161,246552.482
2162,365541.347
2163,332787.963
2164,255121.633
2165,179125.7
2166,154480.214
2167,227118.372
2168,193647.524
2169,201217.074
2170,213781.039
2171,147700.196
2172,146135.941
2173,162520.957
2174,229067.359
2175,313771.237
2176,301891.091
2177,232420.607
2178,225043.842
2179,147132.833
2180,229911.342
2181,190497.102
2182,217244.127
2183,191282.944
2184,130510.244
2185,134342.994
2186,150967.365
2187,158703.427
2188,159777.628
2189,227702.739
2190,90513.5076
2191,92510.3808
2192,101050.4249
2193,120299.57
2194,111867.196
2195,118183.968
2196,118280.48
2197,124248.038
2198,158285.75
2199,165015.095
2200,140917.505
2201,138076.804
2202,202364.604
2203,139724.077
2204,174589.587
2205,113093.7016
2206,143997.519
2207,201110.722
2208,226168.431
2209,201701.623
2210,130502.248
2211,125922.315
2212,121315.895
2213,111288.44
2214,139361.987
2215,113756.464
2216,156783.402
2217,100813.1538
2218,88480.5087
2219,86366.6062
2220,84183.5555
2221,277262.108
2222,248869.228
2223,262389.585
2224,219731.85
2225,128084.69
2226,204477.332
2227,194383.831
2228,258686.055
2229,253787.687
2230,149569.994
2231,218275.5
2232,177208.432
2233,181337.255
2234,248259.516
2235,220580.588
2236,261385.96
2237,322717.911
2238,207340.29
2239,130418.359
2240,164770.702
2241,167868.041
2242,128306.62
2243,131916.585
2244,118614.377
2245,123526.132
2246,145138.241
2247,122377.001
2248,126277.925
2249,129775.601
2250,136116.081
2251,123850.87
2252,175167.599
2253,155465.33
2254,178293.125
2255,192610.525
2256,184852.236
2257,207622.79
2258,164984.045
2259,178707.475
2260,164663.39
2261,190355.737
2262,210188.443
2263,308642.3
2264,349036.22
2265,181610.545
2266,291215.072
2267,327955.69
2268,344442.339
2269,149631.284
2270,198700.674
2271,218984.598
2272,201493.202
2273,162990.241
2274,180863.104
2275,165361.012
2276,189715.416
2277,184191.242
2278,145576.712
2279,131036.705
2280,131956.031
2281,168649.808
2282,189897.682
2283,113073.58
2284,115071.288
2285,145224.266
2286,124022.039
2287,337735.732
2288,269517.15
2289,338855.911
2290,391958.612
2291,302167.598
2292,379592.204
2293,388719.656
2294,371080.69
2295,370268.484
2296,260805.867
2297,302293.89
2298,319507.574
2299,329513.042
2300,316564.562
2301,282976.128
2302,238444.084
2303,237161.058
2304,245685.325
2305,189309.783
2306,183438.862
2307,188884.053
2308,227224.156
2309,287018.539
2310,219380.147
2311,196936.676
2312,175611.986
2313,178471.018
2314,175408.949
2315,183800.772
2316,194143.801
2317,181129.925
2318,179176.222
2319,181842.387
2320,186200.017
2321,243417.282
2322,183790.405
2323,193313.923
2324,184404.761
2325,215202.09
2326,179027.372
2327,215774.11
2328,230378.262
2329,189279.438
2330,180755.61
2331,324435.232
2332,372345.05
2333,302938.125
2334,256143.694
2335,270790.866
2336,313679.36
2337,191320.702
2338,270683.75
2339,233696.478
2340,357258.508
2341,215315.561
2342,230615.278
2343,219928.989
2344,216570.642
2345,234837.014
2346,213042.532
2347,188688.912
2348,233559.463
2349,168295.311
2350,278289.378
2351,241170.856
2352,240452.199
2353,241207.295
2354,150065.249
2355,162191.039
2356,160641.904
2357,191393.444
2358,189598.753
2359,134416.741
2360,119438.945
2361,144851.876
2362,254079.379
2363,141115.382
2364,169184.782
2365,215129.801
2366,195739.917
2367,215846.913
2368,207107.333
2369,213095.429
2370,163782.864
2371,161954.557
2372,181851.471
2373,262431.051
2374,285810.106
2375,232066.519
2376,278718.693
2377,305322.027
2378,138346.154
2379,209348.651
2380,143549.036
2381,161121.182
2382,199366.705
2383,205611.72
2384,238619.485
2385,161259.777
2386,139400.142
2387,141985.372
2388,113955.802
2389,132738.918
2390,150697.82
2391,147666.217
2392,118505.344
2393,169789.837
2394,150523.245
2395,208032.113
2396,145141.211
2397,222932.425
2398,139934.362
2399,72522.9494
2400,72681.0207
2401,107461.329
2402,139272.848
2403,147838.779
2404,153496.128
2405,161339.441
2406,145455.067
2407,127438.14
2408,142079.22
2409,130494.954
2410,170614.152
2411,121007.536
2412,160608.266
2413,131771.707
2414,145801.256
2415,138993.614
2416,127287.651
2417,130642.203
2418,133133.002
2419,129660.319
2420,129441.288
2421,155517.528
2422,119054.978
2423,138577.745
2424,167755.545
2425,225711.186
2426,138949.135
2427,139747.822
2428,182012.144
2429,118443.592
2430,133788.747
2431,119019.515
2432,145221.889
2433,147602.059
2434,136672.211
2435,149821.038
2436,108694.391
2437,107267.041
2438,135222.236
2439,116395.096
2440,124522.375
2441,107799.8389
2442,107342.382
2443,124817.892
2444,133002.076
2445,89981.5696
2446,133796.253
2447,192065.674
2448,140373.947
2449,106453.935
2450,149433.077
2451,133982.877
2452,210866.506
2453,102953.1473
2454,133847.311
2455,128297.406
2456,128400.914
2457,122556.782
2458,122568.444
2459,108080.96
2460,137714.92
2461,112856.108
2462,134394.652
2463,117087.928
2464,174566.488
2465,127857.986
2466,108018.4758
2467,148062.459
2468,82117.2902
2469,81819.0895
2470,190791.611
2471,210191.273
2472,174374.01
2473,120379.612
2474,99176.3164
2475,210832.78
2476,112197.601
2477,130497.323
2478,156378.972
2479,115362.704
2480,160061.496
2481,126114.27
2482,132694.053
2483,118924.185
2484,121901.338
2485,127718.953
2486,154487.35
2487,181263.081
2488,163336.869
2489,155605.879
2490,153296.158
2491,105913.6746
2492,178728.512
2493,159794.365
2494,161265.643
2495,102555.9525
2496,226450.961
2497,156397.92
2498,106778.842
2499,105985.744
2500,124998.263
2501,135819.799
2502,155451.313
2503,105597.815
2504,176369.175
2505,227930.49
2506,258621.489
2507,282030.762
2508,258248.198
2509,213689.502
2510,229852.143
2511,179187.853
2512,208331.92
2513,211341.467
2514,227898.419
2515,152538.833
2516,165925.668
2517,147487.358
2518,160570.185
2519,230101.292
2520,215207.443
2521,192827.106
2522,224322.953
2523,128058.615
2524,138341.369
2525,146991.54
2526,135439.295
2527,123627.781
2528,132618.433
2529,136840.004
2530,130718.888
2531,255339.228
2532,227110.933
2533,196711.83
2534,240054.097
2535,301303.905
2536,235743.944
2537,246722.774
2538,188792.887
2539,189888.652
2540,182644.535
2541,190894.656
2542,165420.38
2543,140140.778
2544,124623.811
2545,143312.136
2546,132474.064
2547,151205.205
2548,160095.604
2549,158113.575
2550,372464.788
2551,146350.85
2552,129363.796
2553,83943.0634
2554,105051.3161
2555,127061.585
2556,115251.1
2557,120830.105
2558,162997.779
2559,132896.408
2560,139909.128
2561,144086.735
2562,132528.222
2563,139928.385
2564,184483.23
2565,137617.172
2566,160864.688
2567,127018.105
2568,179248.224
2569,187496.07
2570,129252.891
2571,181174.772
2572,169872.506
2573,204263.216
2574,264894.239
2575,133371.814
2576,132001.003
2577,159800.648
2578,89186.6781
2579,81403.7311
2580,124788.781
2581,122179.267
2582,118462.84
2583,261417.433
2584,169994.369
2585,193566.331
2586,234254.651
2587,203419.017
2588,150137.429
2589,154770.209
2590,200503.419
2591,205823.377
2592,206137.765
2593,253679.808
2594,169019.726
2595,215246.826
2596,293033.815
2597,194026.577
2598,265440.449
2599,309318.187
2600,173215.887
2601,153936.033
2602,91509.4283
2603,108550.82
2604,101911.5127
2605,86843.7417
2606,157782.174
2607,194607.243
2608,201229.874
2609,166436.503
2610,118800.348
2611,140356.579
2612,156452.231
2613,134817.203
2614,130939.323
2615,148608.918
2616,148357.159
2617,195707.194
2618,203864.908
2619,202659.468
2620,188989.307
2621,184040.526
2622,185830.24
2623,250552.008
2624,267247.662
2625,285447.871
2626,174130.079
2627,170153.913
2628,380413.574
2629,366137.699
2630,335836.041
2631,385146.7
2632,362107.999
2633,303848.195
2634,357538.805
2635,162104.674
2636,187972.599
2637,194864.006
2638,239219.768
2639,181341.724
2640,149817.127
2641,107512.486
2642,187880.615
2643,106054.5894
2644,130525.383
2645,111363.152
2646,103621.4723
2647,111762.385
2648,145023.651
2649,150490.199
2650,138669.579
2651,144390.048
2652,377290.988
2653,250799.457
2654,238299.052
2655,355133.438
2656,311713.822
2657,336007.768
2658,283950.219
2659,303341.779
2660,311614.958
2661,334450.922
2662,341743.741
2663,270819.838
2664,280673.855
2665,317028.874
2666,292085.439
2667,175625.43
2668,186684.65
2669,177198.047
2670,279246.123
2671,188760.893
2672,196375.967
2673,202801.79
2674,201574.303
2675,177501.046
2676,197753.761
2677,193278.971
2678,238737.168
2679,272982.313
2680,275748.736
2681,385395.617
2682,314202.991
2683,391662.327
2684,306312.404
2685,308853.279
2686,252314.065
2687,294671.32
2688,220099.508
2689,208072.451
2690,371884.745
2691,175874.921
2692,148847.491
2693,196143.663
2694,153147.497
2695,193681.28
2696,189917.299
2697,180879.236
2698,190438.255
2699,166568.809
2700,156411.907
2701,153105.112
2702,111543.263
2703,133928.583
2704,149013.625
2705,120028.819
2706,118203.259
2707,128399.395
2708,135749.488
2709,115516.064
2710,134517.127
2711,254637.817
2712,345389.714
2713,171100.515
2714,150648.651
2715,164034.718
2716,148172.667
2717,180977.87
2718,221098.191
2719,152876.407
2720,170335.235
2721,131981.348
2722,161087.999
2723,156380.162
2724,136607.427
2725,136595.661
2726,142716.393
2727,173202.544
2728,170632.41
2729,152095.926
2730,139870.291
2731,135902.792
2732,128348.887
2733,161020.917
2734,152615.533
2735,133265.686
2736,146694.317
2737,124399.286
2738,139956.778
2739,162706.887
2740,132759.829
2741,149217.655
2742,153534.84
2743,152850.854
2744,164728.904
2745,147861.615
2746,143034.318
2747,150242.13
2748,119470.593
2749,133565.054
2750,135151.387
2751,140469.622
2752,202339.883
2753,149531.678
2754,246098.666
2755,132148.642
2756,111011.014
2757,80866.7354
2758,98232.3705
2759,149943.88
2760,134325.833
2761,151121.592
2762,146607.144
2763,185335.922
2764,162218.058
2765,259783.025
2766,144916.147
2767,88371.4216
2768,131983.312
2769,128195.436
2770,151532.373
2771,117039.938
2772,120677.889
2773,157404.114
2774,141319.516
2775,126117.358
2776,139163.476
2777,148060.752
2778,121241.4
2779,134481.456
2780,106729.4772
2781,98499.1085
2782,99513.8527
2783,108950.605
2784,126554.678
2785,132982.983
2786,90008.8729
2787,131486.996
2788,81286.9355
2789,174277.527
2790,92494.0535
2791,116322.22
2792,67771.5073
2793,159598.132
2794,104525.6792
2795,113774.095
2796,98050.1134
2797,200434.807
2798,117752.892
2799,118909.534
2800,75398.5615
2801,116368.986
2802,142097.664
2803,163809.295
2804,141633.061
2805,114518.877
2806,87533.6478
2807,164438.712
2808,150433.687
2809,137134.999
2810,133136.988
2811,156066.219
2812,163815.018
2813,168496.617
2814,173311.081
2815,112798.568
2816,220863.518
2817,145638.577
2818,132170.979
2819,170121.733
2820,147644.11
2821,114158.427
2822,191824.708
2823,266163.739
2824,173303.868
2825,159522.069
2826,135880.282
2827,142866.281
2828,222717.611
2829,184148.698
2830,220192.707
2831,185880.537
2832,251713.523
2833,280847.147
2834,215153.148
2835,219686.211
2836,194203.564
2837,160566.744
2838,156276.422
2839,185642.322
2840,199041.108
2841,204874.571
2842,231133.717
2843,145736.853
2844,157402.86
2845,120653.415
2846,206894.16
2847,200874.405
2848,227017.928
2849,198591.607
2850,275462.842
2851,226625.257
2852,232021.403
2853,236290.284
2854,145025.02
2855,198813.03
2856,203538.83
2857,192594.786
2858,201071.403
2859,125729.373
2860,134747.714
2861,133699.225
2862,201275.404
2863,144371.52
2864,238250.961
2865,150290.8
2866,159393.497
2867,104926.4392
2868,107268.2811
2869,116224.337
2870,137883.759
2871,100481.3965
2872,68113.3647
2873,114683.356
2874,143419.291
2875,123284.319
2876,165504.145
2877,129641.775
2878,163224.726
2879,144013.161
2880,106626.927
2881,145242.97
2882,163448.616
2883,180055.639
2884,184635.35
2885,169832.076
2886,206810.427
2887,114021.357
2888,133744.385
2889,68265.1142
2890,92084.1029
2891,139656.604
2892,71381.2207
2893,88762.1153
2894,74395.8306
2895,282708.482
2896,265397.541
2897,203688.405
2898,152282.274
2899,225319.676
2900,152474.144
2901,199558.265
2902,190014.8
2903,313720.134
2904,335501.545
2905,116317.275
2906,204660.146
2907,122470.577
2908,137967.709
2909,158725.969
2910,95606.9785
2911,91727.1687
2912,152859.223
2913,97017.8077
2914,90116.7537
2915,96019.4307
2916,96048.3322
2917,178595.411
2918,130056.665
2919,224370.261
